Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A human review step approves ninety-nine percent of what it sees, at two hundred items per reviewer per day. What does that indicate?",multiple-choice,"The reviewers need additional training, since their judgment has converged on approval.",,"The gate has become a formality, since no meaningful evaluation is occurring at that rate.",,"The system is performing well, since a high approval rate reflects high-quality output.",,"The threshold for routing to review is too low, since too many easy cases reach a reviewer.",,,,,,2,"A near-total approval rate at high volume is the diagnostic signature of a gate that has stopped functioning: the control exists on the diagram and performs no evaluation. The remedy is to reduce what needs gating — risk-based routing, batching related approvals, better summaries for review — rather than to loosen the gate or retrain people around a structural problem.","D5 Governance, Safety & Risk Management"
An organization's internal policy on handling health data is stricter than the regulation that applies to it. A team asks which governs their design.,multiple-choice,"The internal policy, since organizational rules are frequently stricter than the legal floor.",,"Whichever the customer contract specifies, since a contract supersedes both in a commercial context.",,"Whichever is less restrictive, since the regulation establishes what is legally sufficient.",,"The regulation, since it is the authoritative external standard for that class of data.",,,,,,1,"Regulation sets a floor rather than a ceiling, and organizational policy is frequently stricter and most often overlooked. Where they differ, the stricter internal rule governs the design. A contract can add obligations but does not release an organization from either its legal duties or its own policy.","D5 Governance, Safety & Risk Management"
A design question about retaining conversation transcripts is not addressed by any existing policy. What should the architect do?,multiple-choice,"Escalate to privacy, security or legal, since silence in policy is not permission.",,Retain indefinitely and revisit once a policy covering the question has been written.,,Adopt the most common retention period used elsewhere in the organization's systems.,,"Retain for the minimum period the applicable regulation permits, which is always defensible.",,,,,,1,"Where policy is silent on a specific question, the correct move is to escalate to the function that owns the decision rather than to infer an answer. Silence is not permission. Copying a period from an unrelated system adopts a decision made for different data, and choosing a regulatory minimum still makes a governance determination without the authority to make it.","D5 Governance, Safety & Risk Management"
An assistant drafts clinical summaries that a clinician reviews before they enter the record. The team describes this as meaningful human oversight. What else must be true?,multiple-choice,"The reviewer signs each summary, so accountability for the record is formally documented.",,"The reviewer is competent, sufficiently informed, has time, and holds authority to reject.",,"The reviewer sees the model's confidence score, so attention is directed where it is needed.",,The reviewer is a different person from whoever configured the assistant that produced it.,,,,,,2,"Meaningful oversight requires a named human who is competent to evaluate the output, has the information and the time to do so, holds genuine authority to reject, and is accountable for the result. Missing any one turns the control into a formality. A signature records that review happened rather than that it was possible, and a confidence score is not an oversight mechanism.","D5 Governance, Safety & Risk Management"
A team lists 'the model has no knowledge of our internal systems' as a limitation and proposes solving it with a longer system prompt describing those systems. What is the objection?,multiple-choice,"The description would go stale, since internal systems change more often than prompts do.",,The prompt would exceed the context window once every internal system has been described.,,"Descriptions are not access, so the design needs explicit integration rather than narration.",,The model would over-rely on that description and stop calling the tools that are actually available.,,,,,,3,"The limitation is that the model has no inherent access to your systems and knows nothing about your data unless it is supplied. A description tells it that a system exists without giving it the ability to read anything from it, so the design needs explicit integration. Staleness is a real secondary problem that only arises once the primary confusion is accepted.","D5 Governance, Safety & Risk Management"
"A design was well underway before anyone spoke to the operations team, and a hard constraint has surfaced that invalidates part of it. What does this illustrate?",multiple-choice,"A scope change, which should be handled through the project's change-request process.",,"A stakeholder failure, since the operations team could have raised the constraint earlier.",,"A discovery failure, whose remedy is structured discovery before design rather than after it.",,"An architecture failure, whose remedy is designing for greater flexibility in future systems.",,,,,,3,"Structured discovery before design exists precisely to surface hard operational constraints, expected outcomes and risks while they are still cheap to address. Discovering one late is a process failure with a known remedy, and naming it as such is the architect's responsibility. Treating it as scope creep protects the schedule and damages the outcome.",D6 Stakeholder Communication & Lifecycle Management
An architect must present a cost-versus-quality trade-off to a finance director. What should the presentation lead with?,multiple-choice,"Cost per resolved task at projected volume, with the assumptions explicitly labelled as such.",,"The technical options in full, so the director can weigh them without a recommendation.",,"Token consumption per request, with the current provider rate card attached for reference.",,"The recommendation only, since the underlying trade-off is a technical rather than financial matter.",,,,,,1,"Communication translates a trade-off into the terms the audience owns, and finance owns unit economics: cost per resolved task, projected volume, and assumptions marked as assumptions rather than presented as facts. Token counts are the raw material rather than the decision, and withholding either the reasoning or the recommendation is one of the two standard failure modes.",D6 Stakeholder Communication & Lifecycle Management
A proposal states that the assistant will eliminate manual review for a document processing workflow. What should an architect change before it goes to an executive audience?,multiple-choice,"Leave it, since overstating the benefit slightly is acceptable when seeking executive sponsorship.",,Reframe it as accelerating work a competent human still reviews and remains accountable for.,,Add a caveat noting that elimination of review is expected only after the first year of operation.,,"Add the accuracy figure supporting the claim, so the statement is evidenced rather than asserted.",,,,,,2,"Claiming a system eliminates errors or removes the need for review is both false and consistently the wrong option. The professional framing is that Claude accelerates work a competent human still reviews and owns, and stating the limitations before someone else discovers them is what preserves credibility for the next decision. An accuracy figure does not rescue a claim about accountability.",D6 Stakeholder Communication & Lifecycle Management
"A team wants to move straight from a working prototype to a full rollout, arguing the prototype already demonstrates the capability. What does that skip?",multiple-choice,"The prototype review, which confirms the demonstration was representative of the real inputs.",,"The retirement plan, which should be defined before a system is ever placed into production.",,"The discovery stage, which should have documented the constraints before anything was built.",,"The pilot, which establishes whether the value is real and what production actually costs.",,,,,,4,"A prototype establishes only that the model can do the task at all, cheaply. A pilot is the stage that puts it in front of real users at bounded scope and measures cost and latency at genuine volume with review in place. Skipping it means committing to a full rollout on evidence of feasibility rather than evidence of value.",D6 Stakeholder Communication & Lifecycle Management
"A pilot is proposed with real users, a bounded scope, and no measurement plan. What does an architect require before it starts?",multiple-choice,"A larger user group, so the results are representative of the eventual production population.",,"A production-equivalent environment, so the measurements transfer directly to the rollout.",,"A longer duration, so that the pilot captures seasonal variation in the workload it handles.",,"A definition of what result would cause the team to stop, agreed before the pilot begins.",,,,,,4,"A pilot exists to discover whether the value is real and what production will actually cost, not to prove the demo works. Without a measurement plan and an agreed stopping condition it is a demo with users attached, and it produces enthusiasm rather than evidence. Size and duration refine a measurement that has not yet been defined.",D6 Stakeholder Communication & Lifecycle Management
Which set of signals is most useful to alarm on for an assistant already in production?,multiple-choice,"Total request volume, total token consumption, the average response length, and daily active users.",,"Rising rejection rate, rising iteration counts, falling cache hit rate, shifting stop-reason mix.",,"Customer satisfaction scores, support ticket volume, and net promoter score by segment.",,"Model version, prompt version, tool count, and the size of the current evaluation dataset.",,,,,,2,"Leading indicators change before users are affected: a rising rejection rate signals an upstream format change, rising iterations precede cost spikes and runaway loops, a falling cache hit rate signals a broken prefix, and a shifting stop-reason mix reveals truncation or refusals. Activity counters and satisfaction scores are lagging, telling you after the fact.",D6 Stakeholder Communication & Lifecycle Management
A quarterly report to business stakeholders currently presents token consumption and request counts. What should it present instead?,multiple-choice,"Model and prompt version history, so stakeholders understand what changed during the quarter.",,"Incident counts and mean time to recovery, which reflect the reliability of the service.",,"Outcome and unit economics, in the terms the stakeholders actually make decisions about.",,"The same figures with a trend line, so stakeholders can see the direction of travel over time.",,,,,,3,"Reporting to stakeholders happens in their terms: outcome and unit economics rather than token counts. Activity metrics measure how much the system was used rather than what it returned, and adding a trend to the wrong measure produces a better-looking chart of something nobody decides on. Reliability metrics belong in an operational review.",D6 Stakeholder Communication & Lifecycle Management
"An architect is asked to choose between two technical options and presents both to a non-technical sponsor without a recommendation, describing this as neutrality. What is the objection?",multiple-choice,"It should have been three options, since two invites a binary choice rather than a judgment.",,It risks the sponsor choosing the option that is cheaper rather than the one that is correct.,,"It transfers a technical decision to someone unequipped to make it, which is not neutrality.",,"It takes longer, since the sponsor will need several sessions to evaluate both of the options.",,,,,,3,Effective communication meets the audience in the terms they own and still makes a recommendation. Presenting options without one abdicates the architect's judgment and moves a decision to someone without the basis to make it. The two standard failure modes are being too technical and being so simplified the decision is hidden; this is a third form of the same abdication.,D6 Stakeholder Communication & Lifecycle Management
A system is being decommissioned after its replacement goes live. What belongs in that stage of the lifecycle?,multiple-choice,"Data disposition, downstream migration, and a documented rationale for the retirement.",,"Archival of the source code and prompts, so the system could be restored if needed later.",,"A final evaluation run, confirming the outgoing system still met its original quality bar.",,"A retrospective with the original stakeholders, capturing what the project learned overall.",,,,,,1,"Retirement is a lifecycle stage with its own exit criteria: what happens to the data, what depends on this system and must be migrated, and why the decision was made. A retrospective is valuable and separate, and archiving code without deciding data disposition leaves the governance question — retention, deletion rights, residency — entirely unanswered.",D6 Stakeholder Communication & Lifecycle Management
Engineers on one team each maintain their own Claude Code configuration. Output quality varies and bugs are hard to reproduce. What does an architect prescribe?,multiple-choice,"Restricting the tooling to a smaller group, so variation across machines is reduced overall.",,"A single standard configuration mandated for everything, including personal editor preferences.",,"A recommended setup published internally, which engineers adopt if it suits their workflow.",,"Shared configuration in version control and reviewed, with genuine preferences left individual.",,,,,,4,"Configuring the environment consistently supports secure, standardized use, and leaving it to preference undermines both consistency and security — behaviour varies per machine, bugs stop being reproducible, and no constraint can be relied on because nobody knows whose setup has it. The deliberate carve-out matters: standardize what affects output and security, not ergonomics.",D7 Developer Productivity & Operational Enablement
A team proposes using Claude to generate unit tests for a legacy module. What control does that activity require?,multiple-choice,Confirming the generated tests fail against deliberately broken code before they are trusted.,,Requiring that a second engineer reads each generated test before it is merged to the branch.,,"Running the generated tests a number of times, confirming they pass consistently on each run.",,"Limiting generation to modules already carrying some coverage, so there is a pattern to follow.",,,,,,1,"Test generation is repetitive and immediately verifiable, which is what makes it a good candidate. The control specific to it is confirming the tests actually fail against broken code — a test that always passes is worse than no test, because it reports safety that does not exist. Consistent passing is exactly the symptom that check is designed to catch.",D7 Developer Productivity & Operational Enablement
An enablement programme reports that engineers say they feel considerably faster since adopting AI-assisted tooling. What should be measured instead?,multiple-choice,"Lines of code produced per engineer, which directly reflects the volume of output delivered.",,"The number of requests made to the tooling, which reflects how heavily it is being used.",,Self-reported time savings gathered through a structured survey rather than informally.,,"Cycle time, review turnaround, defect escape rate and adoption, tracked like any investment.",,,,,,4,"Feeling faster is not a result, and unmeasured enablement programmes are the first thing cut when budgets tighten precisely because nobody can show what they returned. Cycle time, review turnaround, defect escape rate and adoption measure whether delivery actually improved. Output volume and request counts measure activity, and a structured survey is a more rigorous way of collecting the same impression.",D7 Developer Productivity & Operational Enablement
A constraint must hold on every engineer's machine regardless of what any session is instructed to do. Which layer holds it?,multiple-choice,"A skill, which packages the constraint and loads whenever it becomes relevant.",,"Project memory, which is checked into the repository and read by every session.",,"An enforced layer such as organizational policy, a permission rule, or a hook.",,A slash command that engineers invoke before beginning any sensitive work.,,,,,,3,"Configuration layers divide into enforced and advisory. Organizational policy, permission rules and hooks are applied by the harness and cannot be reasoned around; project memory, skills, slash commands and session prompts are all read and weighed by the model. Anything phrased as must never belongs in the enforced group, and being checked into version control does not make guidance binding.",D7 Developer Productivity & Operational Enablement
