Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"An e-commerce platform team discovers that a returns-processing assistant produces systematically less favorable outputs for one demographic group than another, with no legitimate basis for the difference. What governance concern does this raise, and what should happen?",multiple-choice,"A bias and fairness concern; it should be investigated and mitigated as part of the system's ethical AI review, not dismissed as an isolated anomaly.",,"This can only be a data quality issue, never a governance concern.",,"No concern at all, since output differences between groups are always coincidental.",,The concern is only relevant if a regulator has already opened a formal investigation.,,,,,,1,Systematically less favorable outputs for one group with no legitimate basis is a bias/fairness concern requiring investigation and mitigation as part of ethical AI governance — not something to wait on until an external complaint arrives.,"D5 Governance, Safety & Risk Management"
A B2B SaaS platform team is deciding whether to disclose to end users that a report-generation assistant's responses are generated by an AI system rather than a human. What does the transparency principle in responsible AI governance recommend?,multiple-choice,"Disclose the AI's involvement where it materially affects the user's understanding of the interaction, rather than presenting AI output as if it came from a human with no disclosure.",,"Transparency principles apply only to internal tools, never to user-facing systems.",,Disclosure is never necessary as long as the output happens to be accurate.,,Users should be actively misled into believing they are speaking with a human.,,,,,,1,"Transparency is a core responsible-AI principle: disclosing AI involvement where it materially affects the user's understanding of the interaction, rather than presenting AI output as if from an undisclosed human.","D5 Governance, Safety & Risk Management"
"The VP of Risk asks whether a loan-underwriting assistant can fully automate a decision that currently has real legal or financial consequences for the people it affects, with no human review step at all. What is the governance-appropriate response?",multiple-choice,There is no governance consideration relevant to automating consequential decisions.,,"Agree immediately, since full automation always improves efficiency regardless of the decision's consequences.",,"Recommend against fully automating a consequential decision without human oversight, and instead define where human-in-the-loop review is required based on impact and uncertainty.",,Automate the decision but tell no one it was automated.,,,,,,3,"Governance-appropriate practice is to identify where human-in-the-loop review is required based on impact and uncertainty, and to push back on fully automating decisions with real legal or financial consequences.","D5 Governance, Safety & Risk Management"
"A healthcare software team begins designing a clinical documentation assistant without first conducting structured discovery with the Chief Medical Information Officer, and later discovers the design misses a hard operational constraint. What does this illustrate the importance of?",multiple-choice,Discovery is optional and can always be skipped without consequence.,,"Only technical constraints matter during discovery, never business or operational ones.",,Discovery should happen only after the solution has already been built.,,"Structured discovery and requirements gathering, conducted before design, to surface constraints, expected outcomes, and risks up front.",,,,,,4,"Structured discovery conducted before design is meant to surface exactly these constraints, expected outcomes, and risks — skipping it (or doing it after the fact) is how hard constraints get missed until later, more costly stages.",D6 Stakeholder Communication & Lifecycle Management
"An e-commerce platform team needs to explain a latency-versus-cost trade-off decision for a returns-processing assistant to the VP of Customer Experience, who is not technical. What is the most effective communication approach?",multiple-choice,"Present only raw technical metrics (tokens per second, model parameter counts) with no business framing.",,"Avoid explaining the trade-off at all, since non-technical stakeholders don't need to understand architectural decisions.",,Assume the stakeholder already understands the technical trade-off without any explanation.,,"Translate the trade-off into business terms (impact on user experience, operating budget, and the SLA), rather than relying purely on technical jargon.",,,,,,4,"Effective architecture communication translates technical trade-offs into terms the audience cares about — user experience, budget, and SLA impact — rather than leaning on jargon or skipping the explanation altogether.",D6 Stakeholder Communication & Lifecycle Management
The VP of Engineering expects a report-generation assistant to guarantee 100% accuracy with zero possibility of error. What is the appropriate way to manage this expectation?,multiple-choice,Promise that human review will never be necessary under any circumstances.,,"Avoid discussing limitations at all, since raising them might reduce stakeholder confidence.",,Agree to the 100% accuracy expectation to avoid a difficult conversation.,,"Set realistic expectations up front about the system's actual capabilities and limitations, including where human review is still required, rather than overpromising certainty.",,,,,,4,"Overselling certainty is a governance and trust risk. Managing stakeholder expectations means being honest about real capabilities and limitations, including where human review remains necessary.",D6 Stakeholder Communication & Lifecycle Management
The platform engineering team finishes implementing a loan-underwriting assistant and needs to document the architecture for future maintainers who weren't involved in the original design. What should this documentation include?,multiple-choice,"Only the final configuration, with no explanation of why any decision was made.",,Nothing beyond a list of the programming languages and libraries used.,,Documentation is unnecessary as long as the original team remains at the company indefinitely.,,"The key design decisions, the trade-offs considered, and clear implementation guidance — not just a list of the technologies used.",,,,,,4,"Good architecture documentation captures key decisions, the trade-offs considered, and clear implementation guidance — future maintainers need the 'why,' not just a list of technologies or the final config with no context.",D6 Stakeholder Communication & Lifecycle Management
The clinical systems team is handing a clinical documentation assistant off to an operations team responsible for ongoing monitoring and maintenance. What should this handoff include to support the lifecycle going forward?,multiple-choice,"Nothing beyond production credentials, with no further documentation or guidance.",,"Clear implementation guidance, known limitations, monitoring expectations, and escalation paths — not just the running system with no context.",,A handoff meeting with no written documentation to reference afterward.,,An assumption that the operations team will infer everything they need from the code alone.,,,,,,2,"A proper handoff supports the ongoing lifecycle: implementation guidance, known limitations, monitoring expectations, and escalation paths — not just a running system with no supporting context.",D6 Stakeholder Communication & Lifecycle Management
"After launch, the VP of Customer Experience provides feedback that a returns-processing assistant misses an important use case. How should this feedback be handled within the solution lifecycle?",multiple-choice,Feedback should never be collected once a solution reaches production.,,"Ignore stakeholder feedback once the system has launched, since the design phase is considered permanently closed.",,"Immediately ship an unreviewed change in response to any single piece of feedback, regardless of its impact or priority.",,"Incorporate it into a defined iteration cycle — assessing impact, prioritizing, and updating the design — rather than either ignoring it or making an unplanned change immediately.",,,,,,4,"Post-launch feedback belongs in a defined iteration cycle — assessed, prioritized, and incorporated deliberately — rather than being ignored or triggering an unplanned, unreviewed change.",D6 Stakeholder Communication & Lifecycle Management
"A B2B SaaS platform team is scoping a report-generation assistant, which will process customer emails and billing identifiers. Which stakeholders should be involved in discovery, beyond the immediate engineering team?",multiple-choice,"Legal, security, and compliance stakeholders, given the sensitivity of the data involved, in addition to the engineering and business stakeholders.",,No additional stakeholders are ever needed regardless of what data is involved.,,"Only executives, with no involvement from security or compliance specialists.",,"Only the engineering team, since data sensitivity is purely a technical concern.",,,,,,1,"When sensitive data is involved, discovery should include legal, security, and compliance stakeholders alongside engineering and business stakeholders — data sensitivity is not a purely technical concern.",D6 Stakeholder Communication & Lifecycle Management
A fintech company's platform team is asked which lifecycle phase is responsible for translating the VP of Risk's business requirements into an initial architecture for a loan-underwriting assistant. Which phase is this?,multiple-choice,Monitoring — which occurs well after implementation is complete.,,Design — following discovery and preceding implementation handoff.,,Iteration — which responds to feedback gathered after launch.,,Handoff — which transfers a completed solution to operations.,,,,,,2,"Translating gathered requirements into an initial architecture is the design phase, which follows discovery and precedes implementation handoff, monitoring, and iteration.",D6 Stakeholder Communication & Lifecycle Management
The Chief Medical Information Officer and the clinical systems team disagree about the priority of two competing requirements for a clinical documentation assistant: faster response time versus stronger accuracy guarantees. What communication approach best resolves this?,multiple-choice,Assume both requirements can always be fully satisfied simultaneously with no trade-off.,,"Avoid resolving the disagreement, leaving both requirements formally unprioritized indefinitely.",,"Facilitate an explicit conversation about the trade-off, its business implications, and the SLA, so the decision is made deliberately rather than left ambiguous.",,Let engineering decide unilaterally with no stakeholder input at all.,,,,,,3,"Competing requirements need an explicit, facilitated conversation about trade-offs, business implications, and SLA impact — leaving the decision ambiguous, made unilaterally, or assumed away all lead to the same requirement gap resurfacing later.",D6 Stakeholder Communication & Lifecycle Management
"The checkout engineering team wants every engineer working on a returns-processing assistant to use a consistent, shared Claude Code configuration rather than each person configuring it differently. What is the appropriate approach?",multiple-choice,"Configure Claude Code and the shared development environment consistently for the team, so usage is standardized and secure across engineers rather than left to individual preference.",,Standardization is unnecessary since configuration has no effect on consistency or security.,,"Let every engineer configure Claude Code however they personally prefer, with no team-wide standard at all.",,Avoid using Claude Code for team development entirely.,,,,,,1,"Configuring Claude Code and the team's development environment consistently supports secure, standardized use across engineers — leaving it to individual preference undermines both consistency and security.",D7 Developer Productivity & Operational Enablement
"The platform reliability team wants to use Claude to improve a repeatable part of the software delivery process for a report-generation assistant — such as code review, test generation, or documentation. What is this an example of?",multiple-choice,A task that has no measurable effect on developer workflow at all.,,A one-off task with no relevance to ongoing engineering productivity.,,"An AI-assisted development workflow, applying Claude to a repeatable engineering activity to improve productivity.",,A use case explicitly out of scope for Claude Code or AI-assisted tooling.,,,,,,3,"Applying Claude to a repeatable engineering activity — code review, test generation, documentation — is exactly the kind of AI-assisted development workflow meant to improve software delivery productivity.",D7 Developer Productivity & Operational Enablement
"A production issue affects a loan-underwriting assistant, and the platform engineering team wants to use Claude-assisted tooling to help investigate it. What is an appropriate use of this tooling in an operational context?",multiple-choice,Avoiding any AI-assisted tooling during operational incidents under all circumstances.,,"Using Claude-assisted tools to help investigate logs, trace behavior, and narrow down the likely cause of the operational issue.",,Using Claude to automatically resolve the issue in production with no human review of the proposed fix.,,Using Claude only for unrelated marketing tasks during an active incident.,,,,,,2,Claude-assisted tooling can meaningfully support investigation — helping trace behavior and narrow down likely causes — while still keeping a human in the loop before applying a fix in production.,D7 Developer Productivity & Operational Enablement
"The clinical systems team wants engineers across the organization to apply Claude-assisted development consistently, rather than each team inventing its own ad hoc approach. What supports this goal?",multiple-choice,Consistency across teams has no bearing on developer productivity or operational support.,,"Establishing consistent development practices and shared tooling configuration across engineering teams, rather than leaving each team to improvise independently.",,"Allowing every team to use entirely different, uncoordinated tools and practices with no shared standard.",,Restricting Claude-assisted development to a single team with no path to broader adoption.,,,,,,2,"Consistent practices and shared tooling configuration across teams is what supports scaling AI-assisted development productivity org-wide, rather than each team reinventing its own uncoordinated approach.",D7 Developer Productivity & Operational Enablement
